,No.,neg,neu,pos,compound,Hotel Name,Ratings,Reviews
583,636,0.158,0.766,0.077,-0.5367,Grand Copthorne Waterfront,2,nothing upto  star standard hotel best location service pathetic staff especially mr tim arrogant rigid standards maintained room service takes forever faucets toilets toilets outdated coffee shop overcrowded breakfast service closed   instead  check check nightmare property old needs revamp renovation staff old living dark ages priced 
584,637,0.208,0.462,0.331,0.1531,Grand Copthorne Waterfront,1,photos website look like reality staff tried solve problems 
585,638,0.0,0.0,1.0,0.4404,Grand Copthorne Waterfront,2,good 
586,639,0.0,0.195,0.805,0.9477,Grand Copthorne Waterfront,4,traditional design nice clean great hotel great helpful staff 
587,640,0.0,0.787,0.213,0.4019,Grand Copthorne Waterfront,2,housekeeper clean properly room also changing sheets unless request happen discovered 
588,641,0.0,1.0,0.0,0.0,Grand Copthorne Waterfront,5,breakfast 
589,642,0.0,0.278,0.722,0.7783,Grand Copthorne Waterfront,5,clean huge rooms staffs also nice 
590,643,0.121,0.472,0.407,0.8271,Grand Copthorne Waterfront,1,worst house keeping ever come across rooms smelly beds clean room clean house keeping clean room everyday location good reception staff nice 
591,644,0.0,0.734,0.266,0.4404,Grand Copthorne Waterfront,4,check inn time good spread breakfast catering groups travelers 
592,645,0.0,0.592,0.408,0.7351,Hotel Boss,4,toilet fitted bidet hotels hv bidet toilet housekeeping staff helpful kind 
593,646,0.0,1.0,0.0,0.0,Hotel Boss,3,air conditioning cold found sweating quite bit comfy convenient middle everywhere 
594,647,0.0,1.0,0.0,0.0,Hotel Boss,4,room 
595,648,0.0,1.0,0.0,0.0,Hotel Boss,4,facility staffs pool dining accommodating less dusty compare expensive hotels 
596,649,0.093,0.541,0.366,0.9531,Hotel Boss,4,v noisy internal courtyard night room fine bit dirty falling bits one helping get loads bags room one would book us larger transport airport min typing talking collegues heard grab sir like  star hotel expensive got location pretty cool bed really nice ac quiet staff v friendly lovely pool huge 
597,650,0.0,1.0,0.0,0.0,Hotel Boss,3,stay checkout day partner encountered  cockroaches 
598,651,0.196,0.515,0.289,0.2263,Hotel Boss,4,limited breakfast options wide balcony nice view 
599,652,0.0,0.385,0.615,0.5859,Hotel Boss,4,room small clean well maintained 
600,653,0.0,1.0,0.0,0.0,Hotel Boss,3,room space small breakfast provided aware 
601,654,0.0,0.67,0.33,0.8126,Hotel Boss,4,really would preferred actual toilet paper opposed panel tissue paper room service prompt view great pillows comfortable 
602,655,0.13,0.712,0.158,0.2716,Hotel Boss,3,main door door little faulty push close pillows unpleasant strong smell though covers dry properly toilet jer spray bidet wash visiting toilet go shower wash counter staff good manage find room requested 
603,656,0.0,1.0,0.0,0.0,Hotel Boss,4,tv channel selections choose jot thr basic hotel centralise nearby places wana go convenient 
604,657,0.081,0.679,0.24,0.7269,Hotel Boss,4,room ventilation poor smell stale tobacco smoke clean toilet bidet room opposite blasted loud music night made much noise queue quite long arrived moving fast check hassle free friendly staff 
605,658,0.0,0.588,0.412,0.8979,Hotel Boss,4,chance use swimming pool crowded time pool closes  pm felt like early love balcony view need aircon day time windy peaceful 
606,659,0.0,1.0,0.0,0.0,Hotel Boss,3,family room corridor smells cigarette smoke loud noices nearby shops 
607,660,0.0,0.744,0.256,0.4767,Hotel Boss,4,toilet spray hose breakfast menu everyday change location wise convenient 
608,661,0.036,0.748,0.216,0.8555,Hotel Boss,4,room small noisy environment others arw staying would shout laugh talk loud balcony corridor also facilities could let us book slot upon check atleast go queue long due covid operating hours short comfortable bed balcony location friendly approachable staffs 
609,662,0.368,0.632,0.0,-0.5423,Hotel Boss,4,breakfast spread horrible tasteless comfy convenient location 
610,663,0.0,0.409,0.591,0.9858,Hotel Boss,4,aircon abit minus point pretty pretty warm took feel aircon actually cooled gets back warmer open door access balcony hopefully look matter good love room balcony windy great view staff friendly helpful pretty much cater needs 
611,664,0.0,0.732,0.268,0.5106,Hotel Boss,3,room bit smelled shoes walk quiet comfortable prices also suitable 
612,665,0.0,0.508,0.492,0.4404,Hotel Boss,4,balcony facing outlook good 
613,666,0.185,0.457,0.358,0.8271,Hotel Boss,3,drop standard patronising many years worst stay housekeeping poor manners came knocking door  am ask check secondly   beverage praise counter staff friendly apologetic hope management would improve maintain standards thank good location 
614,667,0.0,0.375,0.625,0.6124,Hotel Boss,3,like breakst like balcony view 
615,668,0.0,0.775,0.225,0.4404,Hotel Boss,4,good staycation family  fast transaction check check halal food served breakfast 
616,669,0.0,0.615,0.385,0.3612,Hotel Boss,4,indicate muslim praying kiblat direction 
617,695,0.093,0.565,0.343,0.7351,Grand Copthorne Waterfront,2,room issues faulty safety locker hair dryer cover bathroom ceiling fell nice location good breakfast lot variety choose 
618,696,0.0,0.564,0.436,0.7346,Grand Copthorne Waterfront,4,shower head needs updated staff friendly extremely clean location central 
619,697,0.0,0.741,0.259,0.4215,Grand Copthorne Waterfront,2,bathroom toilet stainless spray halal food restaurant view nice 
620,698,0.0,1.0,0.0,0.0,Grand Copthorne Waterfront,2,one bedroom suit constantly water running sound much dust gap sliding door none 
621,699,0.148,0.714,0.138,-0.0516,Grand Copthorne Waterfront,2,breakfast food small portions quality staff waiters poor location facilities infrastructure cost reception staff good rest debatable 
622,700,0.194,0.806,0.0,-0.4215,Grand Copthorne Waterfront,2,arrived early hotel requested early checkin informed charge s refused pay requested could leave baggage whilst stroll around hotel informed possible flaw test results 
623,701,0.0,1.0,0.0,0.0,Grand Copthorne Waterfront,5,location 
624,702,0.622,0.378,0.0,-0.5096,Grand Copthorne Waterfront,5,nothing great round 
625,703,0.0,1.0,0.0,0.0,Grand Copthorne Waterfront,5,nil food n service 
626,704,0.274,0.726,0.0,-0.7783,Grand Copthorne Waterfront,2,bad reception angry face far everything mrt  min walking breakfast old every day bacon cheap things near river big room 
627,705,0.0,0.894,0.106,0.3818,Grand Copthorne Waterfront,2,rooms run smelled old toilets cleaned properly may hotel used shn pandemic understandable however hoped management able prepare bookings guests staycationing location convenience 
628,706,0.0,1.0,0.0,0.0,Grand Copthorne Waterfront,5,view staff frendly 
629,707,0.0,0.58,0.42,0.4404,Grand Copthorne Waterfront,5,nil complimentary access executive lounge 
630,708,0.0,1.0,0.0,0.0,Grand Copthorne Waterfront,2,review hidden meet guidelines
631,709,0.088,0.552,0.359,0.7096,Grand Copthorne Waterfront,4,dusting vacuuming room could frequent breakfast location bus stops close comfortable friendly staff 
632,710,0.145,0.71,0.145,0.0,Grand Copthorne Waterfront,2,rooms dirty mould air conditioning paint coming walls interior old outdated worn carpet fraying lifts get cleaned often opinion definately good enough  night room apparently  star hotel food ok 
633,711,0.0,0.377,0.623,0.5106,Grand Copthorne Waterfront,2,strong musty smell 
634,712,0.04,0.852,0.108,0.5106,Grand Copthorne Waterfront,2,hotel room tv outdated uses old small flat screen tv fridge leaking water leather soft tears hotel room wallpaper tearing bath tub water keeps draining uses small cap keeps coming room service slow breakfast queue long takes min queue plate omelette great entrance lobby 
635,713,0.0,1.0,0.0,0.0,Grand Copthorne Waterfront,2,toilet sink toilet showering area clog expectation iron board iron iron clothes 
636,714,0.0,0.345,0.655,0.886,Grand Copthorne Waterfront,1,old clean room definitely five stars hotel stuff nice friendly 
637,715,0.0,0.263,0.737,0.4215,Grand Copthorne Waterfront,5,everything nice 
638,716,0.0,0.5,0.5,0.4588,Grand Copthorne Waterfront,5,staff friendliness executive lounge 
639,717,0.09,0.614,0.296,0.6927,Grand Copthorne Waterfront,5,somehow five star hotel wish room standardised bath tub looking forward bath tub ask free upgrade didnt get luck overall ok 
640,718,0.228,0.336,0.437,0.6808,Grand Copthorne Waterfront,0,room awful like  star supposedly  star disappointed staff cheerful exactly knowledgeable reception area nice good 
641,719,0.026,0.616,0.358,0.982,Grand Copthorne Waterfront,5,swimming pool expected  star hotel jacuzzi quite small service nice funny waitress tempo restaurant received letter counter entitled club lounge fact counter made mistake however ms shirley chng executive club manager still welcome us try club lounge foc appreciate good experience megan serve us well food delicious comfy big room nice bathtub inside room breakfast buffet style something many hotels unable provide great job safe distance serving counter 
642,720,0.079,0.537,0.384,0.8126,Hotel Boss,4,waiting time upon check check delayed waited nearly  hours room ready check hotel location awesome room clean 
643,721,0.22,0.78,0.0,-0.4767,Hotel Boss,4,smell bathroom bit unpleasant drainage think floor bit sticky room small cozy 
644,722,0.0,0.613,0.387,0.8481,Hotel Boss,4,tiny bathroom view balcony premier room superb pool big near train stations great food around 
645,723,0.107,0.773,0.12,0.1779,Hotel Boss,4,room smaller expected especially family room barely space even put luggage mosquitoes balcony making uncomfortable sit relax extended amount time absence childrens pool also disappointing families younger children playground also closed staff fast responding asked extra pillows towels location fantastic within walking distance many cafes restaurants 
646,724,0.0,0.381,0.619,0.7579,Hotel Boss,4,na location great food easily accesible 
647,725,0.0,0.349,0.651,0.6808,Hotel Boss,4,nil location good room clean 
648,726,0.0,0.751,0.249,0.7152,Hotel Boss,3,reception staff check rather nonchalant seemed though interested check probably due number guests checking quite number feel welcomed price got family room kinda small compared similar rated hotels 
649,727,0.0,1.0,0.0,0.0,Hotel Boss,3,room wardrobe location 
650,728,0.098,0.752,0.15,0.1548,Hotel Boss,4,much space move around room quite small tv much channels get quite dull local channels even  english movie channel clean room bed comfy enough view okay 
651,729,0.071,0.612,0.316,0.7003,Hotel Boss,3,room small smells funky make room service biget toilet slow wifi good location free parking 
652,730,0.0,0.58,0.42,0.4404,Hotel Boss,4,nil close good food outlets 
653,731,0.0,1.0,0.0,0.0,Hotel Boss,4,felxibility time check 
654,732,0.061,0.663,0.276,0.8126,Hotel Boss,4,cleanliness room could better blankets yellowish stains floor room dirt seems like tidbits location good near little india beach road central areas like bugis marina within short distance via public bus 
655,733,0.07,0.802,0.128,0.2263,Hotel Boss,4,room  hot water television connection bad unable switch return night hear alot nosie upstairs moving furniture even morning swimming pool guest adults play e adults standing one adult sitting shoulder pool instead proper swimming quiet balcony clean spacious second time back hotel want come back 
656,734,0.142,0.645,0.213,0.2732,Hotel Boss,4,pillows way soft comfortable location hotel nearby bus stop arab st eateries 
657,735,0.154,0.794,0.052,-0.7894,Hotel Boss,3, go level  iron clothes inconvenient dont consider condition guests may handicapped may trouble travelling etc  called day stay upgrade family room wanted make payment asked come book check next day asked possible availability since weekends assured would room next day shocked find isnt room staff simply didnt want listen explanation duty manager charge wasnt empathetic concerned defending himseld instead listening whats duty manager somehow problem solved provided room though really wondering suddenly room insisted thered wasnt initially cleanliness 
658,736,0.152,0.595,0.253,0.5719,Hotel Boss,4,limited tv channel missing indication tv control ironing room pool closed early gym small great location customer service clean place 
659,737,0.0,0.533,0.467,0.7906,Hotel Boss,4,pool close early ironing room good customer service great location 
660,738,0.0,0.597,0.403,0.4019,Hotel Boss,4,breakfast due covid buffet clean 
661,739,0.0,0.443,0.557,0.9335,Hotel Boss,4,pillow really clean floor slippers room room design good staff good manner facilities swimming pool clean comfortable 
662,740,0.082,0.779,0.139,0.4523,Hotel Boss,4,playground couldnt play closed state much swimming pool  younger kids end getting chance pool suddenly access card couldnt open room door need go way level  get replaced timing checkout early am charging port loose comfy room options watching tv youtube well balcony enjoy food quietness cleanliness 
663,741,0.0,0.327,0.673,0.8834,Hotel Boss,4,pleasant place relax higher floor great city view 
664,742,0.0,0.825,0.175,0.1779,Hotel Boss,4,cleaner cleaning job caused noice mid night swimming pool 
665,743,0.0,0.417,0.583,0.8689,Hotel Boss,4,selection tv channels youtube tv super laggy clean stuff friendly 
666,744,0.0,0.661,0.339,0.6249,Hotel Boss,4,great location many food joint within walking distance hotel 
667,770,0.0,0.803,0.197,0.4019,Grand Copthorne Waterfront,2,occupied understaffed could book  hrs official check time pm instead pm clean 
668,771,0.023,0.792,0.185,0.9022,Grand Copthorne Waterfront,2, rooms reached back hotel pm nd night one cleaned side side put make room light call front desk twice get clear rubbish bins change floor mat get bottles mineral water bare minimum said understaffed understand still took  hrs first call someone come bare minimum q morning breakfast also long kudos staff kitchen tried make smooth possible customers staff optimistic trying best serve customers seriously looking understaffed 
669,772,0.0,0.787,0.213,0.2263,Grand Copthorne Waterfront,2,food okay forgot room cleaning quite short handed 
670,773,0.0,0.64,0.36,0.8402,Grand Copthorne Waterfront,5,layout buffet coffee house breakfast im club lounge menu simple nice us room spacious high floor well great view 
671,774,0.076,0.827,0.097,0.323,Grand Copthorne Waterfront,0,early check  dec left luggages room went entire day returned room television turned one luggages seemed moved feeling uncomfortable went front desk asking room change staff attended us flatly rejected request reasons  guaranteed one entered room  cited available room queen bed equivalent room rate paid instead offered twin beds night queen beds next day couple staycation sleeping separately twin beds wanted seemingly left choice sleep discomfort night accept room change next day thing checked online found rooms available queen beds higher room rate thought five star hotel ensuring comfort safety guest priority seemingly appear copthorne claudia attended us next day granted us room change higher room rate narrated episode happened previous night informed faulty air condition room temperature perpetually  c claudia arranged bellman shift luggages new room went entire day returned new room night luggages nowhere found called front desk inquiring whereabouts luggages staff explained would receive  min feeling tired entire day wanting wash told staff would pick luggages going take long however staff unable locate luggages demanding receive luggages asap found gave us less  say liked anything stay copthorne give credit one staff claudia person right thing 
672,775,0.147,0.596,0.257,0.34,Grand Copthorne Waterfront,2,check process take hours    pm wasted hours nothing management look process improve overall hotel room clean 
673,776,0.088,0.741,0.172,0.8442,Grand Copthorne Waterfront,2,many things listing  waited  hours check despite told check pm end checked pm postpone surprise husband long wait bothers long check takes sure delaying due overbooking regardless waiting numbers issued guests sit wait instead making us stand  hours know people waited told rooms  room made surprises poor service  room beside lift noisy called request ear plugs told would call back got called back told hold way till slept never call back poor service  pool small  breakfast average want fill stomach would scrambled eggs dripping liquid  fair javin front office upgraded room us big comfortable view overlooking road getting room important  hotel gave complimentary cake anniversary  hotel flexible letting us pool shows  location good 
674,777,0.0,0.709,0.291,0.8834,Grand Copthorne Waterfront,4,amenities hotel room concierge paul well bartender wearing yellow indian guy gave services wholeheartedly makes us feel like home knew product well would say  star services even busiest moment definitely work long hours good job 
675,778,0.096,0.85,0.054,-0.8119,Grand Copthorne Waterfront,2,absolutely dreadful experience worst ever service level check took  minutes restaurant refused us entry despite arriving  minutes prior published closing time told room dining unavailable however complaining duty manager became miraculously available took many calls place order fish chips arrived reheated dry inedible next day despite several reminders room cleaned fresh towels toiletries drinking water provided order room dining early nothing delivered called told kitchen responding chase never called back called told items ordered steak cake despite menu available absolutely cake steak kind available items available starving go rain buy food asked speak general manager told reachable asked speak duty manager told busy insisting speak told call back never many chasers finally returned call describing experience told us hotel extremely short staff unable cope demand hiring staff training asking intended dreadful nonexistent service answer said would report matter general manager asked could speak general manger told unavailable asked appointment could made next day day told cannot guaranteed note request would left needless say never contacted us incidentally calls reception switchboard took average  minutes answered positive thing hotel reasonable location 
676,779,0.04,0.889,0.071,0.3855,Grand Copthorne Waterfront,0,arrived pm directed leave contact details coffee tea light snacks waiting called check called hour plus join queue check upon queuing another hour told rooms werent ready wait another phone call receive room key cards already   pm received call come collect   room key card waited waited went overcrowded lobby long queues pm wasnt staff attending concierge fast forward received  room keys  plus pm  pm waiting nothing paid nothing facilities already fully booked paid much sleep couple hours nothing disappointing 
677,780,0.222,0.62,0.159,-0.1585,Grand Copthorne Waterfront,0,waited hrs room managed check almost pm chaotic guests unhappy waited long told hr hr end hrs location great 
678,781,0.043,0.49,0.467,0.9882,Grand Copthorne Waterfront,2,reached hotel   pm waited  hours check gave us complimentary ticket drink eat waited check  pm half day burnt hope property something like cancel booking hotel full accept staffs nice environment really like lot would love come back waiting time check nice clean good love staffs especially man assist queuing part front desk forgotten name would like thank helped us check thank 
679,782,0.133,0.836,0.03,-0.9153,Grand Copthorne Waterfront,1,check queue took almost  hrs even though pre registration online point giving us option check staff mistaken name guest name took longer time check us manage get room facing river book  rooms different level difficult especially bringing elderly people card access level hv meet lobby order go rooms already requested booking level till today reply toilet sink choke shower area choke rinser near toilet bowl everything look old tv one room bt already change batt also changes even book swimming slot stay due booking swimming pool slot first time staying  start hotel standard compare   start hotel disappointment family st last stay room spacious 
680,783,0.0,0.476,0.524,0.0258,Grand Copthorne Waterfront,2,rooms lobby 
681,784,0.162,0.715,0.123,-0.4767,Grand Copthorne Waterfront,2,que  hours check friend wait another  hours get room ended getting room  pm instead pm wasted  hours stay worse didnt even compensate late check call request late check compensate time burnt even fault got  hour late check felt like paid days nights instead  days two nights hotel nearby almost part town marina bay sands orchad road cleanliness hotel superb room cozy view also die 
682,785,0.0,0.833,0.167,0.6124,Grand Copthorne Waterfront,0,almost everything waited pm plus room ready  hrs registration  hrs queue another  hrs key collection cus room never ready  mins wait guranteed staff  hrs simply atrocious none 
683,786,0.176,0.607,0.217,0.2732,Grand Copthorne Waterfront,2,terrible service waiting time  n half hours check even though pre registered check staff overwhelmed n overworked see n feel frustration try best pacify unhappy guests room also made cleaned  days  nites stay despite requesting cleaning service free parking easily accessible 
684,787,0.234,0.584,0.182,-0.1779,Grand Copthorne Waterfront,0,everything disappointing first last stay hotel recommend hotel anyone none 
685,788,0.0,0.794,0.206,0.8316,Grand Copthorne Waterfront,2,super long queue check  hrs super long queue breakfast gave sight queue constant creaking sound heard entire stay housekeeping services provided indicated furnishing room general bathroom facilities deluxe room bathroom entire room 
686,789,0.254,0.599,0.148,-0.25,Grand Copthorne Waterfront,2,waiting time check many ppl complaining kids crying waited  hrs check staff looks experienced pool small staff try best accomodate confused 
687,790,0.565,0.435,0.0,-0.3818,Grand Copthorne Waterfront,5,pillows uncomfortable everything 
688,791,0.0,0.904,0.096,0.4754,Grand Copthorne Waterfront,2,first booked smoking room front desk even ask anything ended smoking room booking slot time need queue queue long backache due standing long really satisfied situation first last booking hotel 
689,792,0.153,0.766,0.081,-0.8527,Grand Copthorne Waterfront,2, check terrible experience queued hour despite making appointment scheduled via email asked staff said still needed q whats point asking us book appointment checking  star establishment hotel management really look improving immediately bad start stay queueing told  declaration form needed filled per room checkin counter told everyone needed fill form could reason longggg hold couldnt done online  check told rooms bathtubs turned  room  room toilet dusty allergy reaction kept sneeezing sinuses acted  room lighting use hp torchlight look items bag eerie bad eyes  television needs upgrading quality low resort watching phone instead  aircon loud sound plane taking every mins hard sleep basically think hotel badly needs total make renovation definitely returning hotel hotel staff also looked tired overworked location room size nice friendly staff 
690,793,0.0,0.778,0.222,0.7184,Grand Copthorne Waterfront,4,room housekeep clean enough assigning next occupants stay would advise check housekeeper cleaned room staff polite especially chooi yen front desk kudos keep 
691,794,0.0,1.0,0.0,0.0,Grand Copthorne Waterfront,2,nil 
692,795,0.0,1.0,0.0,0.0,Hotel Boss,4,netflix tv room 
693,796,0.0,1.0,0.0,0.0,Hotel Boss,4,room 
694,797,0.0,0.735,0.265,0.6597,Hotel Boss,4,hotel didnt indicate view balcony outside view like picture view inside hotel see people thumbsdown easy check 
695,798,0.265,0.556,0.179,-0.1027,Hotel Boss,4,water pressure way low requested another room shower overall hotel stay good 
696,799,0.0,0.27,0.73,0.4019,Hotel Boss,4,clean accessible 
697,800,0.0,0.584,0.416,0.6908,Hotel Boss,4,improve sound proof rooms location couple nice food places select 
698,801,0.0,1.0,0.0,0.0,Hotel Boss,4,review hidden meet guidelines
699,802,0.0,0.633,0.367,0.4404,Hotel Boss,4,spray hose toilet good family staycation 
700,803,0.0,0.686,0.314,0.875,Hotel Boss,4,stated website pool close also go another level iron clothes send room room layout good big window good view nearby neighbourhood part city bed reasonably comfortable okay sheets 
701,804,0.0,0.894,0.106,0.3612,Hotel Boss,4,mostly like since things supposed room room balcony smoking room atleast ashtray round table room cosy st experience stay hotel boss come 
702,805,0.0,1.0,0.0,0.0,Hotel Boss,4,family room balcony place night view family room   balcony view breakfast yet try 
703,806,0.14,0.498,0.362,0.5994,Hotel Boss,3,tv working well poor management swimming pool let customer book time slot enjoy pool clean 
704,807,0.0,0.403,0.597,0.836,Hotel Boss,4,netflix bidet good stay family friends good parking space 
705,808,0.0,0.496,0.504,0.7269,Hotel Boss,4,slippers provided room nice cozy comfortable place staycation 
706,809,0.0,0.263,0.737,0.4215,Hotel Boss,3,request fulfilled 
707,810,0.0,0.849,0.151,0.4215,Hotel Boss,4,check around  already lunch bf realize forgot took chain  pendant buddha left room number   top drawer next bed room contacted hotel immediately staff called us back said cleaner see anything 
708,811,0.0,0.698,0.302,0.8591,Hotel Boss,3,upon checking got strong cigarette aroma infant us inform counter counter fast change room first room strong cigarette smell room service good job cleaning room 
709,812,0.0,1.0,0.0,0.0,Hotel Boss,4,serve ice bucket 
710,813,0.057,0.71,0.233,0.9612,Hotel Boss,3,upon check reception staff named carol polite made mistake cheking guest room charged room price even checked booking number etc even correct stern way asked payment price one booked went room came back settle situation made calculation booking another staff named kimi helped everything happened carol mistook name another guest name saying similar said male staff male staff kimi apologise behalf carol instead thank u soo much kimi atleast u heart hear checked booking number etc appreciate much babe took like almost half hour check another room thanks carol eveything else fine stay good ps manners attitude super important service line old young rich poor guest still guest 
711,814,0.0,0.842,0.158,0.7003,Hotel Boss,4,water spray toilet room small cramped expected would prefer door separating balcony room see sliding door blinds hotel restaurant halal location easy find facilities restaurant pool gym level good city view room balcony 
712,815,0.112,0.613,0.275,0.5753,Hotel Boss,4,place convenient isnt   cheers hotel would need walk room really cosy nice staff friendly prompt answering enquires 
713,816,0.0,0.27,0.73,0.4019,Hotel Boss,4,clean bed 
714,817,0.0,1.0,0.0,0.0,Hotel Boss,4,room small lift takes forever wait 
715,818,0.0,1.0,0.0,0.0,Hotel Boss,4,corridor towards room seem lots curry smell try perhaps next visit 
716,819,0.0,0.508,0.492,0.4404,Hotel Boss,4,comment easy access transportation 
717,845,0.0,0.432,0.568,0.836,Grand Copthorne Waterfront,5,everything excellent place staff facilities best place ever 
718,846,0.0,1.0,0.0,0.0,Grand Copthorne Waterfront,5,stellar hotrl 
719,847,0.0,0.736,0.264,0.9274,Grand Copthorne Waterfront,2,breakfast crowded nd day didnt go even though pre paid spare tables enormous queue whole area breakfast far small size hotel first day go breakfast due crowds enjoyable photo attached queues lots places nearby breakfast far better room size great excellent gym 
720,848,0.212,0.191,0.597,0.8425,Grand Copthorne Waterfront,5,nothing like nice hotel facilities great value staff friendly efficient 
721,849,0.179,0.821,0.0,-0.3412,Grand Copthorne Waterfront,4,nothing everything good maybe came right time raining day however everything hotel 
722,850,0.0,0.641,0.359,0.4215,Grand Copthorne Waterfront,5,centrally located large rooms nice breakfast 
723,851,0.018,0.816,0.166,0.8689,Grand Copthorne Waterfront,2, star hotel would lucky give   star arriving am morning rudly greeted expecting key lift  floor left right dragged suit cases room experience  star turn bed chocolate pillow night bar could nice comfortable lounge chairs recline chat beer rather sit bar nothing hot breakfast food cold rooms old need gutted revamped insects crawling around bathroom floors bed bed lice crawling 
724,852,0.0,0.627,0.373,0.7128,Grand Copthorne Waterfront,4,room could done little refurbishment updating good location comfortable walk clarke quay 
725,853,0.0,0.73,0.27,0.5859,Grand Copthorne Waterfront,4,location bit far downtown direct subway mrt access building old well maintained room facilities clean 
726,854,0.0,0.697,0.303,0.7269,Grand Copthorne Waterfront,5,would better amenities soap body lotion drinking water two people could provided location atmosphere friendly staff 
727,855,0.216,0.581,0.202,0.1027,Grand Copthorne Waterfront,2,check staff assumed booking came without breakfast pointed mine came paid checking process slow st stay noticed breakfast menu changed sorry lack better word worse menu upset changes good least try better 
728,856,0.0,0.247,0.753,0.7269,Grand Copthorne Waterfront,4,nil nice comfortable room 
729,857,0.0,0.427,0.573,0.8555,Grand Copthorne Waterfront,5,excellent buffet breakfast good customer service city vew nice also 
730,858,0.056,0.648,0.297,0.9744,Grand Copthorne Waterfront,4,room tends dim light small price pay subway may good choice travel   km subway however access bus bus stop front hotel pool tiny expect check waiting tends long expected universal plugs room seminar ballroom forget bring adapter clean good service hospitality breakfast varieties several kinds food chinese american india taste also good bed good comfortable sleep watch tv location next river easy walk afternoon night local marts around hotel supermarket   minutes walk decoration nice good elegant environment 
731,859,0.121,0.879,0.0,-0.4404,Grand Copthorne Waterfront,2,room dirty dust requirement attend even put get  bedroom floor booking adult reception told adult entitle breakfast ask check back next day 
732,860,0.0,1.0,0.0,0.0,Grand Copthorne Waterfront,2,room old musky mold smell location 
733,861,0.153,0.667,0.18,0.1027,Grand Copthorne Waterfront,2,fridge bar working staffs confused check got mixed guests room hotel clean 
734,862,0.0,0.612,0.388,0.5859,Grand Copthorne Waterfront,5,far walk train station lovely location river 
735,863,0.0,0.58,0.42,0.4404,Grand Copthorne Waterfront,5,club room services club good 
736,864,0.0,0.256,0.744,0.4404,Grand Copthorne Waterfront,5,good breakfast 
737,865,0.0,0.444,0.556,0.3612,Grand Copthorne Waterfront,5,bed big n comfort 
738,866,0.279,0.604,0.117,-0.9246,Grand Copthorne Waterfront,2,poor check check experience takes ever simple procedure offered club access sg  per person decided give try club poor value money minimal food selection limp salad vegetables satay clearly sat around long time poor drink selection poor service asked cancel next day initially rebuffed management agreed firm complaint check chares still took long time charges reversed lot breakfast selection poor atmosphere restaurant pleasant new chinese restaurant terrible 
739,867,0.2,0.624,0.176,-0.2247,Grand Copthorne Waterfront,2,lot negatives unfortunately high hopes let construction work going even receive courtesy email inform us every single hotel whilst appreciate noise situation hotel informing customers essential would booked elsewhere moved another room smoking room absolutely stunk either smell fumes suffer severe migraines construction work new room filthy remote looked liked boogers bathroom filthy pictures rooms tired old definitely  location 
740,868,0.0,0.333,0.667,0.7184,Grand Copthorne Waterfront,5,location bit way comfortable clean 
741,869,0.086,0.784,0.13,0.5423,Grand Copthorne Waterfront,2,check painfully long partner ushered one queue position  waiting reception numerous guests ushered  queues  people deep people serviced efficiently timely manor counted  check ins behind us queues processed us took  mins process couple front us  hours travel unprofessional someone noticed stepped manage process fairly informed desk pre authorization credit card would take  days credited back figure twice amount room price still understand takes long booking com copthorne  payments taken card  x pre auth  x booking charges  night room smelt musty dated presidential floor partner convinced someone smoked previously liked leaving 
742,870,0.0,0.711,0.289,0.7845,Hotel Boss,4,small room expected even smaller bathroom great location walking distance find food nice view city skyline room comfy bed 
743,871,0.051,0.69,0.259,0.7737,Hotel Boss,4,little noisy evening stand balcony balconies face units location superb various eateries within walking distance space little right beds comfortable family room 
744,872,0.06,0.601,0.339,0.8316,Hotel Boss,4,facilities cant use due covid hotels allow use maybe might considered open facilities guests tv channel limited hopes put channels rooms clean comfortable affordable 
745,873,0.125,0.594,0.281,0.6055,Hotel Boss,4,nothing loved intimate yet executive hotel rooms really great got upgraded balcony room expecting definitely back room specifically 
746,874,0.0,0.667,0.333,0.3612,Hotel Boss,3,tv system looks like need updated 
747,875,0.067,0.834,0.098,0.2598,Hotel Boss,3,rooms sound proof hear neighbours night cant sleep eg doors closing housekeeping room toilet cleanliness bedsheets couch stained toilet walls werent clean hot water shower strong room wifi comfy bed 
748,876,0.0,1.0,0.0,0.0,Hotel Boss,4,room small cleaned 
749,877,0.0,0.534,0.466,0.7269,Hotel Boss,4,wifi slow bed nice comfortable air con cold enough 
750,878,0.133,0.725,0.142,0.8402,Hotel Boss,4,greeting moment step hotel till check evening even word good morning thank u enjoy stay see many malaysian staff staying may cannot go back country treated like receptionist worse see many hotels training asked whether would like breakfast pay reception first told know pay first said maybe like go look come back pay th floor cafe menu shown asked whether could western local breakfast also told serving served coffee tea hot luke warm coffee tea breakfast thought go reception pay waitress chase us say still pay breakfast told receptionist ask pay front desk say pay one friendly chef heard talking came tell waitress cannot charge us hotel guests pay front desk call front desk check front desk ask write pay front desk hell happening hotel later ask pay cafe go straight room said ok settle bill evening check return keys another receptionist black jacket says still pay breakfast told pay morning already even check say still pay record paid argument told maybe check chef saw us paying like hotel let check earlier many hours without charging checked around am breakfast check night around pm 
751,879,0.161,0.556,0.283,0.296,Hotel Boss,4,people placed rubbish outside room floor nobody clear worry attract roaches long run 
752,880,0.0,1.0,0.0,0.0,Hotel Boss,4,balcony 
753,881,0.0,1.0,0.0,0.0,Hotel Boss,4,traveled much world 
