,No.,neg,neu,pos,compound,Hotel Name,Ratings,Reviews
754,882,0.0,0.256,0.744,0.4404,Hotel Boss,4,space good 
755,883,0.0,0.784,0.216,0.0258,Hotel Boss,4,crowded sometimes lobby accessible city 
756,884,0.178,0.658,0.164,-0.0516,Hotel Boss,3,aircon spoil television error like hang watch netflix bed new toothbrush soft 
757,885,0.0,1.0,0.0,0.0,Hotel Boss,4,tv channels balcony 
758,886,0.183,0.531,0.286,0.7641,Hotel Boss,4,nd stay rather disappointing saw  small cockroaches room rmbred clearly  toilet white still alive one dead chair infront bed didnt think taking picture asking boyfriend take away bc disgusted wanted call reception complain didnt proof didnt loved everything tv bed toilet nice good comfortable near great food places arab st 
759,887,0.078,0.816,0.106,0.374,Hotel Boss,4,pool surrounded litters floor due people staying throw litters properly one staff reception professional enough ask ic booking reference looks tired cant bothered even key amount pay wrongly place near suntec city city area near golden mile complex thai store super cheap walk bugis even suntec abt  mins walk 
760,888,0.0,0.727,0.273,0.7184,Hotel Boss,4,laundry space small  washing machines  dryers queue wait long friendly helpful housekeeping staff location convenient cozy tidy room 
761,889,0.0,0.455,0.545,0.34,Hotel Boss,4,nil value money 
762,890,0.0,0.535,0.465,0.8271,Hotel Boss,3,gathering party room cant gathering  pool side room nice balcony premier pretty big 
763,891,0.298,0.702,0.0,-0.1779,Hotel Boss,4,guests noisy around rooms comfy 
764,892,0.0,0.597,0.403,0.4019,Hotel Boss,3,bedsheet clean stains wall location 
765,893,0.058,0.542,0.4,0.8481,Hotel Boss,4,provide us robes hotel slippers extra pillows hard us sleep clean rooms nice swimming pool great view 
766,894,0.0,0.61,0.39,0.4939,Hotel Boss,4,hand spray bathroom least bidet location 
767,920,0.095,0.704,0.201,0.4588,Grand Copthorne Waterfront,2,card use lifts access different floors always work annoying checking early details access level  complimentary lounge located lifts access would helpful executive lounge 
768,921,0.655,0.345,0.0,-0.6908,Grand Copthorne Waterfront,5,nothing great location good facilities 
769,922,0.126,0.646,0.228,0.9796,Grand Copthorne Waterfront,2,cleanliness dusty everywhere bedroom bathroom full black mold main entrance glass roof top windows lack cleaning dirty sunlight cannot pass fully yellow stained glassdoor entrance makes lobby dark one cares little details small things  star hotel claimed  stars less delivery opinion first night sleep room full black mold hidden wallpaper badly done light without switch brightly shined face take shower despite long journey bathroom dirty black mold tiles glass panel silicone sealing glass door hinches along wall skirting room full health hazzrads even air con vent room changed next day room better first one still poorly maintained upset much wedding banquet room dirty floor messy sorry wedding couples pay understood casual labours hard find better trained banquet serving becauee someone wedding big deal perhaps remove stand front desk award  stars hotel may bad luck doorman susan front office two best faces front hotel susan demonstrated professionalism  stars hotel guest deserved sympathetic efficient profesional good guests beyond fo hope hotel cherish invaluable emplyee career next higher level city view great high floor buffet looked good area outside hotel nice walking around pizzas italian restaurant grassini good tasty thin crispy base pasta bit disappointed room guests get  great value 
770,923,0.0,0.448,0.552,0.5719,Grand Copthorne Waterfront,4,cozy environment excellent cleanliness 
771,945,0.0,0.687,0.313,0.6249,Hotel Boss,3,breakfast awesome nothing choose crowded many tourist groups malaysia location 
772,946,0.0,0.715,0.285,0.5563,Hotel Boss,4,able check room early arrived overnight flight us really appreciated 
773,947,0.0,0.828,0.172,0.4404,Hotel Boss,4,room little bit small affordable place stay visiting singapore close buss station mrt good wifi 
774,948,0.0,0.633,0.367,0.7003,Hotel Boss,4,small pool gym good location front bus station mrt m away good staffs 
775,949,0.061,0.399,0.54,0.9771,Hotel Boss,4,like smell room actually seems like someone smoked room checked hate smell cigs smoke thing okay loved pool area gym clean well managed also wanna praise hotel room cleaner good nice one make feel welcome commend professionalism 
776,950,0.703,0.297,0.0,-0.5773,Hotel Boss,4,nothing much clean neat 
777,951,0.08,0.682,0.239,0.4215,Hotel Boss,3,breakfast worth pay extra small room part huge balcony could used room instead pool location 
778,952,0.0,1.0,0.0,0.0,Hotel Boss,3,beds small room tight hardly space luggage location 
779,953,0.0,0.448,0.552,0.5719,Hotel Boss,4,rooms small location excellent 
780,954,0.0,0.398,0.602,0.9022,Hotel Boss,3,rooms tiny ideal business travel overnight small holiday makers friendly helpful staff 
781,955,0.0,0.556,0.444,0.6808,Hotel Boss,4,room size small bathroom small location clean staff good 
782,956,0.0,0.58,0.42,0.4404,Hotel Boss,4,felt floor bit oily thanks 
783,957,0.195,0.407,0.398,0.3612,Hotel Boss,4,rooms small photos look deceiving clean ok location 
784,958,0.0,1.0,0.0,0.0,Hotel Boss,4,bathroom location 
785,959,0.068,0.654,0.279,0.8934,Hotel Boss,4,room pretty small side table one side bit noisy ventilation basic breakfast fourth floor purchased booking pay reception bit cumbersome excellent location short walking distance lavender mrt station room bathroom clean staff friendly quick check checkout 
786,960,0.0,1.0,0.0,0.0,Hotel Boss,4,rooms toilets small congested 
787,961,0.0,0.616,0.384,0.6808,Hotel Boss,3,central place rooms much smaller appear pictures pool good room clean 
788,962,0.054,0.713,0.233,0.8197,Hotel Boss,4,na room balcony much needed overall room size rather tight words room generally small pool excellent past dont wish use downstairs breakfast however breakfast th floor excellent value money keep away breakfast ground floor 
789,963,0.0,0.649,0.351,0.4019,Hotel Boss,4,much breakfast afordable clean close shops 
790,964,0.0,0.541,0.459,0.7003,Hotel Boss,4,fine everything expected breakfast ok would liked western style breakfast items 
791,965,0.0,1.0,0.0,0.0,Hotel Boss,4,na na 
792,966,0.192,0.583,0.225,0.1027,Hotel Boss,3,lack space room clean small hardly space open suitcase 
793,967,0.0,0.485,0.515,0.8176,Hotel Boss,4,much facilities wardrobe hairdryer iron board location good value staffs friendly 
794,968,0.067,0.65,0.283,0.9814,Hotel Boss,4,thing like property rooms sizes felt like photos deceiving upgrade room upon going room realizing matchbox even upgrade still small two adults toddler opinion luggage go balcony seen many others went ahead paid breakfast everyday asked refund received questioning told would continental asked elaboration told american style e pancakes waffles bacon eggs nonetheless would say disappointment location perfect walking distance tons restaurants shops malls easily accessible public transportation bus stop literally front able save taxi cost utilizing public transportation also easy use bus drivers friendly asked assistance hotel staff nice helpful well explaining public transportation system us well good english plus loved bars restaurants directly hotel well convenient mart 
795,969,0.0,0.753,0.247,0.3818,Hotel Boss,3,rooms small say tiny room little bit expensive consider facilities like location lobby 
796,1008,0.062,0.625,0.312,0.765,Hotel Boss,4,cleaners pay attention detail made bed arranged towels left floor unswept great location accessible mrt good food 
797,1009,0.093,0.583,0.324,0.836,Hotel Boss,4,breakfast cater international travelers lacks variety staff breakfast restaurant th floor need friendly accommodating disappointing part hotel rest stay awesome convenience location hotel brilliant 
798,1010,0.0,0.55,0.45,0.9022,Hotel Boss,4,breakfast ok hoping western options room queen bed single bed room store luggage good value helpful staff got later checkout asked 
799,1011,0.0,1.0,0.0,0.0,Hotel Boss,3,bathroom provide one bath towel per guest wash cloth one 
800,1012,0.0,0.503,0.497,0.872,Hotel Boss,4,pillow thin usual location best hotel facility system easy use staff helpful usual 
801,1013,0.109,0.746,0.144,0.1779,Hotel Boss,4,breakfast  restaurants tried one nil taste staff useful take breakfast situation us take bus queen bus stop 
802,1014,0.0,0.687,0.313,0.6249,Hotel Boss,3,rooms little bit small location great close lavender mrt station 
803,1015,0.06,0.69,0.25,0.6597,Hotel Boss,4,room small price light rest room brighter lady always handout hard copy receipt room customers front desk staffs friendly 
804,1016,0.0,1.0,0.0,0.0,Hotel Boss,3,rooms small breakfast ordinary pool 
805,1017,0.0,0.642,0.358,0.7717,Hotel Boss,4,triple room little small wardrobe storage lovely hotel good location hop hop bus route 
806,1018,0.0,0.508,0.492,0.4404,Hotel Boss,4,room size good location 
807,1019,0.044,0.749,0.207,0.8402,Hotel Boss,3,first get  rooms together sorted next day asked shelf hanging clothes rack cleaned thick layer dust done moved found problem room looks like cleaner forgets clean area room guess rooms also family rooms small storage clothes one small rack keep things suitcases location good easy access mrt buses could walk major areas 
808,1020,0.0,0.82,0.18,0.5106,Hotel Boss,4,hose pop near halal food masjid sultan senior citizen far suggestion free shuttle masjid sultan yea 
809,1021,0.0,1.0,0.0,0.0,Hotel Boss,4,nothing location 
810,1022,0.0,0.746,0.254,0.891,Hotel Boss,3,one enthusiastic check us crowded peak hours elevators left side communicate elevators right side hallway make sure push elevator buttons left right side save time cost rooms would hope roll tissue paper provided location various stores restaurants building 
